TransactionID,Date,StoreID,City,ProductID,Product,Category,Price,Quantity,Discount,Revenue,PaymentMethod,Cashier,CustomerID
100160,2026-02-19,7,cape town,225,Keyboard,Accessories,45,4,10,162.0,card,Cashier_39,3658
100161,2026/02/25,9,Johannesburg,185,Laptop,Electronics,1200,2,0,2400.0,Cash,Cashier_27,2869
100162,2026-03-02,6,cape town,177,Keyboard,Accessories,45,3,5,128.25,eft,Cashier_9,4570
100163,20/01/2026,3,Cape Town,256,Mouse,Accessories,25,2,10,45.0,Cash,Cashier_21,1702
100164,2026/01/20,8,Cape Town,139,Keyboard,Accessories,45,4,5,171.0,Card,Cashier_12,2964
100165,2026/02/16,9,Johannesburg,187,Laptop,Electronics,1200,1,0,1200.0,card,Cashier_25,1133
100166,2026/02/08,10,Durban,162,Keyboard,Accessories,45,5,0,225.0,Card,Cashier_15,4857
100167,18/01/2026,6,Pretoria,168,Keyboard,Accessories,45,5,0,225.0,card,Cashier_5,2275
100168,15/02/2026,7,Cape Town,170,Monitor,Electronics,300,4,10,1080.0,card,Cashier_9,4164
100169,2026-01-24,6,Cape Town,256,Mouse,Accessories,25,1,0,25.0,card,Cashier_6,2807
100170,2026-03-30,4,Johannesburg,222,Mouse,Accessories,25,5,5,118.75,Card,Cashier_24,3047
100171,2026/02/10,10,Johannesburg,300,Keyboard,Accessories,45,2,10,81.0,EFT,Cashier_22,2702
100172,2026/03/24,1,cape town,183,Laptop,Electronics,1200,3,0,3600.0,Cash,Cashier_17,4560
100173,07/02/2026,5,Cape Town,129,Keyboard,Accessories,45,4,10,162.0,eft,Cashier_14,2139
100174,2026/03/19,3,Johannesburg,136,Keyboard,Accessories,45,5,10,202.5,EFT,Cashier_23,3139
100175,03/03/2026,1,cape town,120,Mouse,Accessories,25,4,10,90.0,Card,Cashier_34,3077
100176,08/03/2026,10,Durban,201,monitor,Electronics,300,5,10,1350.0,eft,Cashier_36,4402
100177,2026/02/17,8,cape town,276,Monitor,Electronics,300,2,5,570.0,eft,Cashier_20,4487
100178,18 Jan 2026,1,Johannesburg,245,Laptop,Electronics,1200,4,5,4560.0,card,Cashier_37,3008
100179,2026-03-20,8,cape town,230,Monitor,Electronics,300,1,0,300.0,EFT,Cashier_30,1505
100180,12/02/2026,3,Pretoria,235,Keyboard,Accessories,45,3,0,135.0,eft,Cashier_28,2917
100181,2026/03/20,10,cape town,172,Monitor,Electronics,300,5,5,1425.0,Card,Cashier_22,1487
100182,26 Feb 2026,9,Durban,193,Monitor,Electronics,300,4,0,1200.0,Card,Cashier_6,3957
100183,20/02/2026,8,Durban,233,Laptop,Electronics,1200,1,10,1080.0,Card,Cashier_38,1794
100184,14/02/2026,10,Johannesburg,146,Monitor,Electronics,300,4,10,1080.0,Card,Cashier_36,1248
100185,10 Feb 2026,6,Cape Town,199,laptop,Electronics,1200,5,0,6000.0,EFT,Cashier_18,4811
100186,22 Jan 2026,9,Durban,257,Monitor,Electronics,300,4,5,1140.0,EFT,Cashier_33,1610
100187,20/03/2026,4,cape town,216,Keyboard,Accessories,45,2,5,85.5,card,Cashier_7,3863
100188,2026/02/17,5,Durban,103,Laptop,Electronics,1200,4,0,4800.0,EFT,Cashier_20,4034
100189,07/02/2026,2,Durban,146,Keyboard,Accessories,45,5,10,202.5,EFT,Cashier_7,3204
100190,2026/03/05,10,Johannesburg,243,Laptop,Electronics,1200,5,5,5700.0,EFT,Cashier_21,2984
100191,10/03/2026,10,cape town,113,Monitor,Electronics,300,5,0,1500.0,eft,Cashier_4,2344
100192,18 Mar 2026,4,Johannesburg,157,Monitor,Electronics,300,1,5,285.0,EFT,Cashier_12,1034
100193,2026/03/20,7,cape town,281,Monitor,Electronics,300,3,0,900.0,Card,Cashier_28,1016
100194,15/01/2026,6,cape town,196,Keyboard,Accessories,45,1,10,40.5,eft,Cashier_34,4986
100195,10/03/2026,3,Cape Town,213,Keyboard,Accessories,45,2,0,90.0,card,Cashier_28,1548
100196,2026/01/03,3,cape town,160,Keyboard,Accessories,45,5,5,213.75,eft,Cashier_32,1140
100197,19/01/2026,6,cape town,171,Laptop,Electronics,1200,2,10,2160.0,Cash,Cashier_5,2571
100198,31/01/2026,1,Johannesburg,110,Monitor,Electronics,300,1,10,270.0,eft,Cashier_13,1294
100199,27 Feb 2026,5,cape town,210,Laptop,Electronics,1200,1,10,1080.0,Cash,Cashier_25,2685
100200,19/01/2026,4,Cape Town,161,Monitor,Electronics,300,3,0,900.0,EFT,Cashier_40,2805
100201,2026-03-09,1,Durban,171,Laptop,Electronics,1200,1,0,1200.0,card,Cashier_24,4710
100202,2026/01/17,10,Cape Town,189,Monitor,Electronics,300,3,0,900.0,card,Cashier_8,2788
100203,2026-02-06,8,Cape Town,223,mouse,Accessories,25,1,5,23.75,eft,Cashier_28,1376
100204,28 Mar 2026,10,Pretoria,204,Monitor,Electronics,300,5,0,1500.0,eft,Cashier_25,2956
100205,2026/03/17,2,Cape Town,190,Keyboard,Accessories,45,4,0,180.0,card,Cashier_8,3824
100206,2026-01-31,5,Durban,256,laptop,Electronics,1200,1,10,1080.0,EFT,Cashier_36,2221
100207,21 Mar 2026,8,cape town,168,Monitor,Electronics,300,1,0,300.0,Cash,Cashier_31,2808
100208,26 Feb 2026,5,Pretoria,251,Laptop,Electronics,1200,3,0,3600.0,eft,Cashier_26,4111
100209,22/03/2026,5,Cape Town,116,Monitor,Electronics,300,5,10,1350.0,EFT,Cashier_8,4387
100210,2026/03/11,3,Cape Town,228,Keyboard,Accessories,45,3,5,128.25,EFT,Cashier_3,2825
100211,2026-01-17,9,cape town,297,Monitor,Electronics,300,5,5,1425.0,Card,Cashier_30,2160
100212,2026-01-15,6,Pretoria,258,Laptop,Electronics,1200,3,0,3600.0,eft,Cashier_29,1374
100213,2026-03-28,4,cape town,114,Monitor,Electronics,300,5,5,1425.0,Card,Cashier_8,3273
100214,30/01/2026,2,Pretoria,190,Keyboard,Accessories,45,2,0,90.0,eft,Cashier_28,2092
100215,2026/03/18,1,Cape Town,210,Mouse,Accessories,25,3,0,75.0,Cash,Cashier_31,2728
100216,2026-03-28,7,Durban,190,Monitor,Electronics,300,1,0,300.0,eft,Cashier_10,1732
100217,2026/02/27,4,cape town,165,Mouse,Accessories,25,2,0,50.0,eft,Cashier_25,1439
100218,2026/02/03,4,cape town,276,Monitor,Electronics,300,5,0,1500.0,Card,Cashier_25,2872
100219,2026-03-24,5,Pretoria,211,Laptop,Electronics,1200,2,0,2400.0,Cash,Cashier_7,2019
100220,15 Feb 2026,7,Pretoria,207,Mouse,Accessories,25,4,0,100.0,Card,Cashier_26,4872
100221,19 Feb 2026,2,cape town,253,Mouse,Accessories,25,4,0,100.0,eft,Cashier_28,2082
100222,2026/03/10,1,Pretoria,269,Laptop,Electronics,1200,3,0,3600.0,Card,Cashier_24,2860
100223,11 Jan 2026,7,Cape Town,222,Keyboard,Accessories,45,1,5,42.75,card,Cashier_36,4975
100224,2026-02-18,7,Pretoria,121,Monitor,Electronics,300,4,0,1200.0,Card,Cashier_30,1343
100225,2026-01-06,2,Cape Town,249,Keyboard,Accessories,45,5,0,225.0,Cash,Cashier_6,3201
100226,2026/01/22,9,cape town,183,Monitor,Electronics,300,5,5,1425.0,card,Cashier_14,2272
100227,2026-03-17,8,Johannesburg,268,Keyboard,Accessories,45,5,5,213.75,card,Cashier_16,4526
100228,18/01/2026,9,Pretoria,118,Mouse,Accessories,25,1,5,23.75,card,Cashier_11,1158
100229,2026/03/31,4,Johannesburg,230,Monitor,Electronics,300,2,10,540.0,EFT,Cashier_22,1341
100230,01 Mar 2026,1,Pretoria,142,Laptop,Electronics,1200,1,0,1200.0,eft,Cashier_8,1787
100231,2026/03/19,5,Johannesburg,189,Laptop,Electronics,1200,2,5,2280.0,Card,Cashier_2,4581
100232,10 Feb 2026,5,Cape Town,163,Laptop,Electronics,1200,4,0,4800.0,Card,Cashier_13,1123
100233,04/01/2026,8,cape town,236,Mouse,Accessories,25,2,0,50.0,Card,Cashier_15,1566
100234,2026-03-15,9,Pretoria,166,Laptop,Electronics,1200,1,0,1200.0,Card,Cashier_35,2145
100235,09 Mar 2026,5,Cape Town,146,Keyboard,Accessories,45,3,10,121.5,eft,Cashier_26,1545
100236,10/02/2026,4,Johannesburg,201,mouse,Accessories,25,5,0,125.0,EFT,Cashier_38,2944
100237,11 Mar 2026,9,Johannesburg,251,laptop,Electronics,1200,1,0,1200.0,card,Cashier_20,3893
100238,04/02/2026,9,Pretoria,289,Monitor,Electronics,300,3,0,900.0,card,Cashier_15,1360
100239,2026/02/21,1,cape town,125,Mouse,Accessories,25,4,0,100.0,Card,Cashier_38,2761
100240,2026-03-26,7,cape town,116,Monitor,Electronics,300,2,0,600.0,eft,Cashier_31,3021
100241,2026/02/26,7,Johannesburg,198,Keyboard,Accessories,45,4,0,180.0,eft,Cashier_15,2545
100242,23 Feb 2026,1,Durban,128,Laptop,Electronics,"1,200",2,5,2280.0,card,Cashier_30,2438
100243,2026/03/17,3,Pretoria,142,Laptop,Electronics,1200,3,0,3600.0,Cash,Cashier_29,3988
100244,2026/03/06,2,Johannesburg,166,mouse,Accessories,25,4,10,90.0,Card,Cashier_21,3561
100245,22 Jan 2026,6,Durban,263,Mouse,Accessories,25,2,5,47.5,EFT,Cashier_31,3722
100246,2026-03-27,1,Cape Town,171,laptop,Electronics,1200,5,10,5400.0,Cash,Cashier_12,3202
100247,13/02/2026,4,Johannesburg,288,Monitor,Electronics,300,5,5,1425.0,Card,Cashier_2,2804
100248,2026-01-30,7,Cape Town,144,Mouse,Accessories,25,4,0,100.0,EFT,Cashier_35,4343
100249,02 Feb 2026,4,Cape Town,254,Mouse,Accessories,25,1,10,22.5,EFT,Cashier_27,2632
100250,2026-01-04,8,Durban,141,Monitor,Electronics,300,3,10,810.0,card,Cashier_35,3084
100251,2026/02/06,8,Durban,241,Mouse,Accessories,25,3,10,67.5,card,Cashier_23,3220
100252,2026/01/10,7,cape town,167,Mouse,Accessories,25,3,0,75.0,eft,Cashier_17,3009
100253,2026-01-20,7,Cape Town,144,laptop,Electronics,1200,2,10,2160.0,EFT,Cashier_36,3988
100254,09 Mar 2026,4,Johannesburg,252,Monitor,Electronics,300,1,0,300.0,Cash,Cashier_21,4578
100255,2026/02/26,7,Durban,281,Monitor,Electronics,300,4,5,1140.0,EFT,Cashier_38,2091
100256,15 Feb 2026,2,Pretoria,181,Mouse,Accessories,25,2,0,50.0,card,Cashier_10,4129
